,remarks,label
2869,VISIT DIALAMAT USAHA ANAK KONS KONS MASIH DILUAR KOTA BY PHONE BLUM ADA TANGGAPAN INFO TITIP PESAN MASLAH ANGSURAN FU KEMBALI,business location
2331,visit kermh mertua/pengguna dana Krn konsumen tdk mau tau mengenai angsuran.. unit tdk ada,other family house
2916,visit ke tempat usaha konsumen info masih usahakan dana Fam minta pembayaran sampai tgl 17,business location
1792,ketemu konsumen dikantornya janji bayar pelunasan tanggal 4,office
3118,"visit ke usaha ybs, unit tdk dikuasai, kons usaha kan bayar minggu ini",business location
979,visit ke alamat lain bertemu kons dan kons jb tgl 15,others
1300,janjian CODan dengan konsumen di Alfamart selesai bayar current.,others
2870,ketemu konsumen di tempat usaha di pantura (bulu).unit ada.usaha makanan ringan menurun.masih diusahakn bayar secepatnya,business location
1899,Dedy visit ke kost kons kons tdk ada by phone tdk di respon,other rent house
2216,"Fam visit ke kos kons, kos kosong, pressing pembayaran segera dlm waktu dekat.",other rent house
991,visit ke alamat lain sebelumnya sudah bertemu fu byphone kons jb tgl 16 revisit.,others
397,akan segera dikunjungi oleh FAM,unknown
935,visit bertemu suami konsumen di pom bensin jl maloko dan ybs sudah bayar,others
200,konsumen janji bayar tgl18info nunggu gajian akan visit dan Fu kembali. ,unknown
2725,visit ketempat usaha sodara dan infonya masih diupayakan maksimal tgl29.. unit pindah tangan ,business location
1913,Visit ke kost konsumen di junrejo bayar angsuran,other rent house
505,kons tidak ada diruma kosong tidak ada orang jb mleset by phone tidak respon fu ulang,house
1562,kons jb melesetkons jb lagi sore ini menunggu pulang kerja kons kerja di kantor dinas pertanian unit ada di konsumen ,office
2639,"Ketemu kons di rmh kakak, kons bayar current",other family house
2448,"alamat orangtua di visit, sudah bayar current di Alfamart oleh konsumen",other family house
2686,"Visit ke rumah ipar kons, ipar sampaikan bahwa kons masih kumpulkan dana, JB tanggal 15.",other family house
2734,ram visit ke alamat usaha kons. kons tdk ada di tempat,business location
1105,ketemu kons di dekat balai desa sekar putih kons ada rencana bayar angsuran hari ini masih nunggu uangnya kekumpul dan sekalian ambil bpkb dikantor kawal,others
2866,ketemu menantu debitur d tmpat usahanya info debitur sedang tdk ada drmh by phone tdk direspon RAM deadline tgl 15 unit info msh dikuasai,business location
2728,visit ke tmpat usaha  ktm ybs  unit tidak terlihat  info sdg di pakai suami  info ybs usaha kusen sdg sepi  blm ada jb pasti  ram push maks tgl 17 sesuai sp 3  sp3 di terima ybs fu ulang.,business location
1593,fu kekantor ybs namun ybs tidak ada di tempat dan Fu by phone namun ybs belum ada uang dan ybs akan infokan klw ybsbsudah ada,office
1027,visit ke alamat lain info konsumen lagi kerja fu by phone belum respon revisit,others
747,visit di rumah kons bertemu tetangga info ybs sdh pindah FU by telpn blm respon next akan di FU dan lacak alamat baru,house
2094,dtg ke kost ketemu kons nunggu dana dari ibu,other rent house
1422,visit ke alamat kerja ybs tidak bekerja disini lagi,office
1238,COD an di Indomart kadipiro sekalian konsumen antar pesanan daerah sini kontrak atas nama pemakai dana tdk mau diajak foto kunjungan info JB tanggal 10 Juli,others
855,rumah konsumen dalam keadaan kosong via telepon tidak di respon ,house
2913,dikunjungi di tempat usaha ybs sedang mengusahakan dana,business location
1591,kunjungan ke alamat kantor ybs TDK di tempat Fu JB tgl 29,office
1821,visit ke alamat kosan konsumen bertemu dengan konsumen uang masih belum ada beliau masih menunggu uang totalan dari restonya yg berbeda di dekat kosannya ,other rent house
1455,"konsumen TDK berada ditempat kerja hub no hp TDK respon lg infonya sblm menunggu gaji tgl 5 
visit kembali ",office
355,visit dan akan di follow up kembali konsumen hanya di follow up sementara ini menggunakan daging yang tidak sesuai dan follow up konsumen melalui telepon dan memberikan JB di hari ini.,unknown
227,Input Collection Activity karena sedang Libur hari raya Idul Fitri 1445 H Di tanggal 10 April 2024,unknown
878,visit rumah konsumen tidak berada di rumah info konsumen lagi di kebun dan akan visit kembali,house
657,visit ke rumah kons  kons tidak ada drmh telfon ke konsumen tidak di responunit tidak ada saat di visit.fu kembali,house
1264,cod sama kons di alfamart bandungan baru bisa bayar 1 di karenakan pemotongan gaji,others
1428,visit ke tempat kerja kpns tdk ketemu info dari rekan kons ddg ikut kegiatan di kota,office
1078,ktmu konsumen di warkop ponorogo.press bayar konsumen maksimal 17 . masih mengusahakan dana dari hasil sales pertanian ,others
217,ketemu anak debitur dan pasangan lagi ke Empang by phone tidak aktif dan unit dikuasai org lain ,unknown
2678,pergi ke rumah ortu kons masih minta waktu untuk pembayaran kons akan di fu kembali via telp. ,other family house
2385,kons telah bayar via Alfamart terdekat saat kunjungan di rumah kerabatnya,other family house
1192,ketemu dijalan dan kons sudh bayar via Indomaret info unit dipakai anak ,others
2131,visit  kontrakan ybs ketemu yns  jjb msu pelunasan beaok tgl 24  kawal,other rent house
2251,Visit alamat saudara debtdebt minim kapasitasnunggu uang dari saudara,other family house
2880,visit ke alamat usaha bertemu dengan yg kerja ybs td pagi ke kantor namun pergi lagi infonya menemui konsumennya. fam tlp blm ada respon ke istrinya juga sama. fu kembali,business location
1279,cod sm anak konsdi pom dan kons kapaditas bayar minim. setiap mau bayar pinjam sana sini,others
1411,visit ke alamat kerja kons tutup ram cekling ke tetangga kemaren buka setengah hari ram hub by phone belum ada respon fu ulang,office
2281,visit kerumah sodara konsumen bertemu konsumen sedang menagih uang hasil jual sayuran keluar kota konsumen JB hari ini tunggu uang masuk,other family house
2960,visit di alamat usaha kapasitas minim masih diusahakan,business location
1692,Alamat kantor karyawan tidak ada yg keluar FU ybs slow respon,office
1922,konsumen tidak tinggal di bangka lagi.  pindah ke bogor  fam visit ke kost anak nya  anak nya sedang bekerja  fam WA anak nya blom ada ptp pasti  soal nya belom gajian.  fam visit ulang lagi untuk kejelassan angsuran nya dari anak kons,other rent house
1762,bertemu konsumen dikantor janji pelunasan hari ini,office
222,libur lebaran Fu by phone tidak ada respon ,unknown
705,rumah tertutup fu by phone nmor tdk aktif,house
724,Visit ke alamat tagih kondisi rumah sepi cekling tetangga ybs sedang keluar dari kmrn tidak tau kmn akan di fu by telpon,house
2568,"Visit ke rumah saudara kons, ketemu saudaranya,JB dari saudara kons hari Sabtu.
",other family house
2335,visit di alamat pu(saudara konsumen)pu tidak ada ditempatby phone tidak responfu di tempat usaha,other family house
3065,"Visit ke tempat usaha bertemu konsumen, alasan konsumen lagi tunggu tagihan masuk dari hari jumat belum cair, konsumen usahakan sampai besok, namun konsumen sedang menggumpulkan dana dari usaha sembako.",business location
467,visit Meng Ano kons tdk ad di rmh via tlpn nmr tdk aktif unti di kuasai kons,house
2608,"Ram visit ke tmpt adik ipar kons, adik ipar tdk tahu soal unit , fu lagi",other family house
1559,visit di alamat debitur ketemu dengan pasangan debitur unit di pakai debitur plan akan di visit di kantor debitur,office
1236,Janjian COD di Indomart Donohudan asrama haji dengan nasabah Ockta dan Dwi Cahyoni ockta angsuran masih diusahakan mnta waktu bayar sampai tgl 8/9,others
1521,Tidak bertemu saat kunjungan.Fam visit ke tempat kerja kons. info rekan kantor sdng ke lapangan by phone jb tgl 28 ,office
950,konsumen jarang pulang kerumah dan send ke PC visit PT azzam,others
786,Konsumen sudah pindah dan menempati rumah semi permanen.informasi rt dan warga sekitar tidak ada yang megetahui kepindahan dan alamat terbaru konsumen.,house
2279,konsumen sudah pindah sejak lama tidak tau kemana tertera alamat ada rumah orangtua konsumen status sebagai rt dan tidak mau berbagi info sedikit pun terkait konsumen dan tidak kooperatif fu by wa ceklis 1 konsumen tidak kooperatif,other family house
2672,kunjungan alamat ayah kons masih minta tempo dan janji bayar,other family house
2386,ketemu debitur di rumah orangtua dan telah membayar via Alfamart terdekat,other family house
2570,"Fam visit ke rumah ortu kons, bertemu ortu, ortu bilang kons belum ada dana, akan coba bayar sebelum akhir bulan.",other family house
2786,Visit ke tempat usaha pemegang unit sekaligus pelaku bayar tapi situasi nya sedang sepi by phone tapi belum merespon fam akan kembali fu,business location
1941,visit ke kos konsumen bertemu istri konsumen dan janji  bayar hari ini di indomart.,other rent house
3087,"visit ke tempat usaha, kapasitas minim. kons hanya andalkan tagihan piutang yg di bayar mencicil. kons masih megumpulma dana dari usaha percetakan.",business location
2826,visit ketempat usaha konsumen tidak ada by phone blm respon ,business location
623,Visit kerumah tutup by phone tidak resppn akan di fu,house
1191,visit ketemuan dengan anak kons di indomart kota situbondo saat anak kons mau ke besuki. unit tidak terlihat. anak kons mengusahakan ayar lagi di akhir bulan karena menunggu tf an dr mertuanya yang menggunakan dana di malaysia. (anak kons tdak mau foto karena di tempat umum),others
2892,VISIT BERTEMU KONSUMEN DITEMPAT JUALAN NYA DAN JB MENUNGGU GAJIHANNYA DI INDOMART,business location
992,visit ke almt lain ktmu pasangan dan jb tgl 16,others
1075,visit kee ruma lain konskons janji bayarkemdlaa karena oto mengalami kencelakaandan proses asuran si lamabtkonsjanji bayar menunggu unag tambahan dari usahadan tunjangan Tpp,others
996,visit ke legal address tidak bertemu dgn siapa2 Fu byphone kons stay di JKT sautnya perihal angsuran kons ajak fam ketemuan Minggu depan arahkan pembayaran Fu kembali ,others
2428,"visit alamat saudara, kons bayar via Alfamart",other family house
1826,visit di tempat kost namun tidak bertemu info dari RAM bahwa kons tinggal di kos kosan,other rent house
2141,besok ke alamat ke alamat kosan YBS konsumen sedang pergi ke rumah saudaranya kerja di saung rajut menunggu gajian 2 minggu sekali sudah cerai sama suaminya,other rent house
2474,"bertemu konsumen di rumah orangtuanya, sudah bayar melalui Alfamidi",other family house
1176,konsumen dikunjungi di alamat lain FAM ketemu dengan keluargainfo dari keluarga katanya unit sudah dijualFAM rencana tarik karena sudah terdeteksi tempat nya,others
460,kunjungan dialamat tagih konsumenketemu anak konsumenkonsumen lagi kerjadihubungi via tlfn aktf tapi blm ada responudah nitip pesan sama anak konsumen mengenai angsuran konsumen.,house
1871,dedy visit ke kost kons kost kons kosong by phone kons sedang bekerja kons jb minggu depan paling lambat untk bayar lagi pres minggu ini,other rent house
2997,"Visit ke tempat usaha, kons pindah alamat dan masih usahakan dananya.",business location
2603,"Visit ke alamat kakak kons, kakak sampaikan kons lagi di luar kota, akan di FU lagi setelah kons kembali.",other family house
758,Ketemu konsumen dan visit kerumah pelaku byar msh tunggu harga rumput lautnya Jb paling lambt kamis.unit dikuasai konsumen ,house
2830,visit ke alamat bertemu ybs di tempat usaha ybs kapasitas bayar minim dana terpakai karna perobatan ybs dan sedang tidak ada pemasukan jb belum pasti Fu ,business location
3078,ybs ada janji byar waktu visit unit masih terlihat usaha sedang menurun,business location
2527,"visit alamat orangtua kons, kons sudah bayar pp Alfamart terdekat",other family house
2521,"visit ke rumah mertua kons, pembayaran via pp Alfamart",other family house
383,menunggu janji bayar konsumen Kons janji bayar 2 atau 3 hari lagi.,unknown
2612,"Visit ke alamat kerabat kons, kerabat info kons masih tunggu kiriman, JB sebelum tanggal 10.",other family house
1266,cod ditempat kerja dan nunggu gajian,others
2091,vsit kost kons sepi tlp pihak keluarga konsumen akan melakukan pembayaran pelunasan ,other rent house
2782,visit ke alamat usaha bertemu dengan konsumen konsumen ada janji bayar tgl 8 kemarin tp tidak terealisasi pembayaranya konsumen minta waktu paling lambat tgl 12 nunggu transferan dari rekan kerja unit masih terlihat,business location
2638,"Fam visit ke alamat orang tua kons, ketemu kons dan sudah lunasi pembayaran sebagian.",other family house
1725,ke kantor kons info security tidak mengenal fu ulang,office
2109,visit tempat kost ketemu istri info suami di luar,other rent house
1113,bertemu konsumen di dekat kantor. unit pindah tangan. ada janji bayar maksimal besok. pembayaran dijanjikan oleh pemegang unit.,others
2097,vsit alamat survey kost sepi fu call ditolak visit ulang,other rent house
2396,konsumen sudah melakukan pembayaran via minimarket Alfamidi saat visit ke rumah mertua,other family house
2215,"Visit ke tempat kos konsumen, bertemu kons, uang masih menunggu dari suami kons.",other rent house
2653,"kunjungan alamat adik kons, masih usahakan dana",other family house
624,kons ke kalimantan dan pasangan tdk ada dirumahunit tdk dikuasai oleh konsumen,house
1669,ktm pk ditempat kerja pk kantor telkom tulungagung. pres pk mengusahakan minggu depan kapasitas bayar minim,office
2203,"Visit ke kos2an konsumen, tidak bertemu kons. Akan di-FU kembali.",other rent house
744,visit kerumah ybs unit ada Fam tanyakan ke ybs terkait pembayaran angsurannya bahasa dari ybs akan usahakan untuk melakukan pembayaran sebelum tanggal jatuh tempo. Fam akan terus Fu ybs untuk memastikan supaya segera melakukan pembayaran,house
136,ybs kerja fu akan do bayar,unknown
573,kjgn krmh konsumen rumah kosong terkunci fam hngi by phone konsumen masih mengumpulkan dana untuk byr angsuran fam sampaikan usahakan dalam tiga hari ini bisa lakukan pembayaran secepatnya.,house
803,visit di alamat debitur ketemu dengan debitur unit tidak ada di rumah pada saat visit informasi jb debitur masih cari kekurangan dana angsurannya plan akan di visit kmbali,house
1441,visit kebtempat kerja info tidak masuk kerja. tlfn blm respon. akan di kunjungi kembali,office
506,visit sair radjak. kons tdk Adi rmh hub vai tlpn nmr aktif JB tgl 13.,house
873,visit rumah kons dan bertemu dgn keluarga kons posisi kons saat ini kerja diluar negri dan fam titip pesan ke keluarga kons untuk bayar angsuran max tgl 13 unit ada,house
719,visit rumah kons blm ada dananya pres bayar sceoatnya unit ads drmah mertua kons,house
2607,"Fam visit ke rumah ipar kons, ipar janji sampaikan ke kons untuk lakukan pembayaran, rencana bayar sebelum tanggal 20.",other family house
1208,Bertemu kons di Indomart sebelah utara WAVA (tempat kerja kons) jb akhir bulan. Ada potensi pelunasan.,others
2896,COD di tempat usahanya di depan pabrik roti konsumen lagi usahakan dananya,business location
2787,kunjungan ke tempat usahanya bertemu adiknya an giri lakson tertagih current unti di kuasai oleh konsumen menurut pengakuan adiknya ,business location
